source,headline,keyword1,keyword2,keyword3,pub_date,news_desk,section_name,type_of_material,word_count,month,year,cluster,pub_year
NYT,Your Friday Briefing,others,others,others,2022-06-03,NYTNow,Briefing,Briefing,1269,6,2022,5_FridayBriefing,2021/2022
NYT,The West’s Scramble for Gas Could Enrich and Empower Tiny Qatar,others,others,others,2022-05-16,Foreign,World,News,1389,5,2022,4_Various,2021/2022
NYT,Jessica Pegula Is Peaking Just in Time for the WTA Finals,Tennis,others,others,2022-10-31,Sports,Sports,News,1365,10,2022,4_Various,2021/2022
NYT,"Luke Parker Bowles, the Queen Consort’s Nephew, on Life in New Jersey",others,others,others,2022-10-19,others,New York,News,1383,10,2022,3_Oceania&Culture,2021/2022
NYT,Your Monday Briefing: Seoul Mourns Halloween Crush Victims,others,others,others,2022-10-30,NYTNow,Briefing,Briefing,1270,10,2022,6_otherBriefings,2021/2022
NYT,A Phillies Veteran Perfects the Art of Getting Back Up,others,others,others,2022-10-27,Sports,Sports,News,1486,10,2022,4_Various,2021/2022
NYT,Your Monday Briefing: Indonesia’s Stadium Tragedy,others,others,Politics and Government,2022-10-02,NYTNow,Briefing,Briefing,1263,10,2022,6_otherBriefings,2021/2022
NYT,"Carlos Alcaraz Wins U.S. Open Men’s Singles Title, and Becomes No. 1",Tennis,Tennis,others,2022-09-11,Sports,Sports,News,1406,9,2022,1_Tennis,2021/2022
NYT,Your Monday Briefing: Ukraine Gains Ground,others,others,others,2022-09-11,NYTNow,Briefing,Briefing,1262,9,2022,6_otherBriefings,2021/2022
NYT,Looking for More Frances Tiafoes,Tennis,others,others,2022-09-10,Sports,Sports,News,1438,9,2022,4_Various,2021/2022
NYT,Your Childhood Home Is in Front of You. Do You Go In?,others,others,others,2022-09-08,OpEd,Opinion,OpEd,1549,9,2022,4_Various,2021/2022
NYT,Jane Krakowski Cherishes ‘Chorus Line’ Merch and Old Tonys Tapings,Culture,others,others,2022-09-02,Arts&Leisure,Arts,News,1405,9,2022,4_Various,2021/2022
NYT,"‘I’m Just Serena,’ Swinging Freely for Another Grand Slam Run",Tennis,Tennis,others,2022-09-01,Sports,Sports,News,1354,9,2022,4_Various,2021/2022
NYT,The Front-Runner to Replace Boris Johnson Wants to Be a New Iron Lady,others,Politics and Government,others,2022-08-25,Foreign,World,News,1290,8,2022,3_Oceania&Culture,2021/2022
NYT,Your Wednesday Briefing,others,others,others,2022-07-20,NYTNow,Briefing,Briefing,1296,7,2022,2_WednesdayBriefing,2021/2022
NYT,Your Friday Briefing: Sri Lanka’s President Resigns,others,others,others,2022-07-14,NYTNow,Briefing,Briefing,1285,7,2022,5_FridayBriefing,2021/2022
NYT,Your Thursday Evening Briefing,Covid,others,others,2022-06-09,NYTNow,Briefing,News,1320,6,2022,6_otherBriefings,2021/2022
NYT,Biden Pledges to Defend Taiwan if It Faces a Chinese Attack,others,others,China,2022-05-23,Foreign,World,News,1341,5,2022,4_Various,2021/2022
NYT,Your Wednesday Briefing,None,None,None,2022-10-05,NYTNow,Briefing,News,1402,10,2022,2_WednesdayBriefing,2021/2022
NYT,Tensions That Roiled English City Have Roots in India,others,Politics and Government,others,2022-10-02,Foreign,World,News,1413,10,2022,4_Various,2021/2022
NYT,"For Queer Couples, Engagement Rings With Subversive Stones",others,others,others,2022-09-29,Styles,Style,News,1407,9,2022,4_Various,2021/2022
NYT,Your Monday Briefing: Europe’s Energy Protections,others,others,others,2022-09-04,NYTNow,Briefing,Briefing,1266,9,2022,6_otherBriefings,2021/2022
NYT,"Serena Williams Rises to the Occasion, Like So Many Times Before",Tennis,Tennis,others,2022-08-30,Sports,Sports,News,1408,8,2022,4_Various,2021/2022
NYT,Lower Black and Latino Pass Rates Don’t Make a Test Racist,others,others,others,2022-08-27,OpEd,Opinion,OpEd,1561,8,2022,4_Various,2021/2022
NYT,Perils of Preaching Nationalism Play Out on Chinese Social Media,others,others,others,2022-08-04,Business,Business Day,News,1357,8,2022,4_Various,2021/2022
NYT,"In Brooklyn, a New Gathering Space for Tower Records",others,others,others,2022-10-27,TStyle,T Magazine,News,1418,10,2022,3_Oceania&Culture,2021/2022
NYT,How a Tiny Elections Company Became a Conspiracy Theory Target,others,others,others,2022-10-03,Business,Technology,News,1425,10,2022,4_Various,2021/2022
NYT,"A Luminous Shophouse in Penang for $645,000: House Hunting in Malaysia",others,others,others,2022-10-05,others,others,News,1413,10,2022,4_Various,2021/2022
NYT,They Lost Crypto in the Crash. They’re Trying to Get It Back.,others,others,others,2022-08-18,Business,Technology,News,1506,8,2022,4_Various,2021/2022
NYT,The Tricky Math of Retiring Into a Downturn,others,others,others,2022-08-11,Business,others,News,1483,8,2022,4_Various,2021/2022
InternationalNYT,The Mood Shifts on Reviving Watch Fairs,others,others,others,2022-06-14,SpecialSections,Fashion&Style,News,1545,6,2022,4_Various,2021/2022
NYT,Student Loan Borrowers Don’t Deserve ‘Forgiveness.’ They Deserve an Apology.,others,others,others,2022-05-13,Business,others,News,1360,5,2022,4_Various,2021/2022
NYT,Saudis Find More Sympathetic American Ears at Business Forum,others,others,others,2022-10-28,Foreign,World,News,1391,10,2022,4_Various,2021/2022
NYT,"Inside a 17th-Century Italian Palace, an Untouched Sanctuary",others,others,others,2022-09-27,TStyle,T Magazine,News,1367,9,2022,4_Various,2021/2022
NYT,Feeling Social but Tired? Try an Espresso Martini,others,others,others,2022-08-04,TStyle,T Magazine,News,1405,8,2022,4_Various,2021/2022
NYT,"Summer Travel, Made Easy",others,Travel and Vacations,others,2022-07-09,NYTNow,Briefing,Briefing,1519,7,2022,4_Various,2021/2022
NYT,Brittney Griner’s Detention in Moscow Is Latest in Hostage Diplomacy,US politics and relations,others,others,2022-07-02,Foreign,World,News,1478,7,2022,4_Various,2021/2022
NYT,Patrick Radden Keefe Has One Big Rule for His Reading Time,Culture,others,others,2022-06-23,BookReview,Books,News,1452,6,2022,4_Various,2021/2022
NYT,Alexei Ratmansky’s Epic Ballet Arrives in a Changed World,others,others,others,2022-06-14,Arts&Leisure,Arts,News,1637,6,2022,4_Various,2021/2022
NYT,Feeding a Hotter Planet,others,others,others,2022-06-10,Climate,Climate,News,1333,6,2022,4_Various,2021/2022
NYT,Buffalo Massacre Suspect Arraigned on Murder and Hate Crime Charges,others,others,others,2022-06-02,others,New York,News,1343,6,2022,4_Various,2021/2022
NYT,"The Surprising, Saline Whites of the Mâconnais",others,others,others,2022-05-26,Dining,Food,News,1561,5,2022,4_Various,2021/2022
NYT,"My Chemical Romance’s Prog-Emo Surprise, and 12 More New Songs",others,others,others,2022-05-13,Culture,Arts,News,1410,5,2022,3_Oceania&Culture,2021/2022
NYT,Why Japan Stands Virtually Alone in Keeping Interest Rates Ultralow,others,others,others,2022-10-21,Business,Business Day,News,1357,10,2022,4_Various,2021/2022
NYT,"Climate Pledges Are Falling Short, and a Chaotic Future Looks More Like Reality",Global Warming,Global Warming,others,2022-10-26,Climate,Climate,News,1361,10,2022,4_Various,2021/2022
NYT,Signs of a ‘Tripledemic’,Covid,others,others,2022-10-26,NYTNow,Briefing,News,1511,10,2022,4_Various,2021/2022
NYT,Your Friday Briefing,others,others,others,2022-09-30,NYTNow,Briefing,Briefing,1292,9,2022,5_FridayBriefing,2021/2022
NYT,House Hunting in Ireland: Bayside Serenity in County Cork for $1.3 Million,others,others,others,2022-09-28,others,others,News,1398,9,2022,4_Various,2021/2022
NYT,Ukraine’s Sudden Gains Prompt New Questions for Commanders,others,others,others,2022-09-12,Foreign,World,News,1333,9,2022,3_Oceania&Culture,2021/2022
NYT,Chinese Drones: The Latest Irritant Buzzing Taiwan’s Defenses,others,others,others,2022-09-11,Foreign,World,News,1346,9,2022,4_Various,2021/2022
InternationalNYT,"At 11, Already Making a Name for Herself in Watches",others,others,others,2022-09-07,SpecialSections,Fashion&Style,News,1454,9,2022,4_Various,2021/2022
NYT,Serena Williams Prepared a Little Differently for This U.S. Open,Tennis,Tennis,others,2022-09-02,Sports,Sports,News,1365,9,2022,1_Tennis,2021/2022
NYT,Your Wednesday Briefing: Extreme Heat Grips China,China,others,others,2022-07-12,NYTNow,Briefing,Briefing,1285,7,2022,2_WednesdayBriefing,2021/2022
NYT,Your Monday Briefing: Russian Missiles Hit Kyiv,others,others,others,2022-06-05,NYTNow,Briefing,Briefing,1258,6,2022,6_otherBriefings,2021/2022
NYT,"Rafael Nadal, Looking Unbeatable, Wins 14th French Open Title",Tennis,Tennis,others,2022-06-05,Sports,Sports,News,1475,6,2022,1_Tennis,2021/2022
NYT,11 New Books We Recommend This Week,Culture,others,others,2022-06-02,others,Books,News,1446,6,2022,3_Oceania&Culture,2021/2022
NYT,Europe’s Russian Oil Ban Could Overhaul Global Energy Market,others,others,others,2022-06-01,Business,Business Day,News,1478,6,2022,4_Various,2021/2022
NYT,"U.S. Aims to Constrain China by Shaping Its Environment, Blinken Says",US politics and relations,others,others,2022-05-26,Washington,U.S.,News,1493,5,2022,4_Various,2021/2022
NYT,House Hunting in France: An Updated 19th-Century Farm on a French Island,others,others,others,2022-05-04,others,others,News,1357,5,2022,4_Various,2021/2022
NYT,Your Monday Briefing: Xi Jinping Consolidates Power,others,Politics and Government,others,2022-10-23,NYTNow,Briefing,Briefing,1246,10,2022,6_otherBriefings,2021/2022
NYT,Your Monday Briefing,None,None,None,2022-10-31,NYTNow,Briefing,Briefing,1464,10,2022,6_otherBriefings,2021/2022
NYT,"Deadly Soccer Clash in Indonesia Puts Police Tactics, and Impunity, in Spotlight",others,others,others,2022-10-03,Foreign,World,News,1412,10,2022,4_Various,2021/2022
NYT,Liquefied Natural Gas Comes to Europe’s Rescue. But for How Long?,others,others,others,2022-06-29,SpecialSections,Business Day,News,1517,6,2022,4_Various,2021/2022
NYT,Your Wednesday Briefing: New Jan. 6 Revelations,others,Politics and Government,others,2022-06-28,NYTNow,Briefing,Briefing,1290,6,2022,2_WednesdayBriefing,2021/2022
NYT,House Hunting in England: A Six-Bedroom Starter Castle for $2 Million,others,others,others,2022-06-15,others,others,News,1405,6,2022,4_Various,2021/2022
NYT,The Johnny Depp vs. Amber Heard Libel Case Is in the Jury’s Hands,others,others,others,2022-05-27,Culture,Arts,News,1432,5,2022,4_Various,2021/2022
NYT,Jurnee Smollett: ‘The Past Few Years Have Been Heartbreaking’,others,others,others,2022-05-26,Arts&Leisure,Movies,News,1430,5,2022,4_Various,2021/2022
NYT,"Not Just a Tennis Podcast, but Rather ‘The’ Tennis Podcast",Tennis,Tennis,others,2022-06-28,Sports,Sports,News,1225,6,2022,4_Various,2021/2022
NYT,E.V. Bonanza Flows to Red States That Denounce Biden Climate Policies,others,others,others,2022-10-19,Business,Business Day,News,1615,10,2022,4_Various,2021/2022
NYT,"A ‘Tripledemic’? Flu, R.S.V. and Covid May Collide This Winter, Experts Say",Covid,Covid,others,2022-10-23,Science,Health,News,1537,10,2022,4_Various,2021/2022
NYT,"A Hawkish Diplomat Takes Control, Facing Hard Times and Johnson’s Ghost",others,others,others,2022-09-05,Foreign,World,News,1548,9,2022,4_Various,2021/2022
NYT,Russia’s Unfounded Claims of Secret U.S. Bioweapons Linger On and On,others,others,others,2022-09-04,Foreign,Technology,News,1564,9,2022,4_Various,2021/2022
NYT,"On TikTok, Election Misinformation Thrives Ahead of Midterms",others,others,others,2022-08-14,Business,Business Day,News,1588,8,2022,4_Various,2021/2022
NYT,Biden in Asia,others,others,US politics and relations,2022-05-23,NYTNow,Briefing,Briefing,1582,5,2022,4_Various,2021/2022
NYT,"Monkeypox Shots, Treatments and Tests Are Unavailable in Much of the World",others,Covid,others,2022-09-12,Science,Health,News,1736,9,2022,4_Various,2021/2022
NYT,The Mother of South Korean Men’s Wear Rides the K-Wave,others,others,others,2022-08-03,Styles,Style,News,1678,8,2022,4_Various,2021/2022
NYT,Crypto Crash Widens a Divide: ‘Those With Money Will End Up Being Fine’,others,others,others,2022-06-29,Business,Technology,News,1452,6,2022,4_Various,2021/2022
NYT,Iga Swiatek Dominates in French Open Final for Championship,Tennis,Tennis,others,2022-06-04,Sports,Sports,News,1529,6,2022,1_Tennis,2021/2022
NYT,"One Nation, Under Guns",others,others,others,2022-05-28,OpEd,Opinion,OpEd,1593,5,2022,4_Various,2021/2022
NYT,Meet the New Old Book Collectors,Culture,others,others,2022-05-07,Styles,Style,News,1679,5,2022,3_Oceania&Culture,2021/2022
NYT,Should You Subscribe to Your Next Vacation?,Travel and Vacations,others,others,2022-05-04,Travel,Travel,News,1615,5,2022,4_Various,2021/2022
NYT,‘Captain Condom’ Turned the Tide in Thailand’s War on AIDS and Overpopulation,others,others,others,2022-08-05,Foreign,World,News,1539,8,2022,4_Various,2021/2022
NYT,"Le Rock, From the Frenchette Team, Opens in Rockefeller Center",others,others,others,2022-07-26,Dining,Food,News,1474,7,2022,1_Tennis,2021/2022
NYT,Global Central Banks Ramp Up Inflation Fight,others,others,others,2022-07-17,Business,Business Day,News,1673,7,2022,4_Various,2021/2022
NYT,Biden Races to Expand Coalition Against Russia but Meets Resistance,others,others,others,2022-06-11,Washington,U.S.,News,1626,6,2022,4_Various,2021/2022
NYT,America’s Gun Problem,others,others,others,2022-05-26,NYTNow,Briefing,Briefing,1544,5,2022,4_Various,2021/2022
NYT,A Guide to Flu Season,others,Covid,others,2022-10-05,NYTNow,Briefing,News,1774,10,2022,4_Various,2021/2022
NYT,Game On,others,others,others,2022-09-03,NYTNow,Briefing,Briefing,1609,9,2022,4_Various,2021/2022
NYT,"Geraldine Brooks, on Martha’s Vineyard",others,others,others,2022-06-07,others,others,News,1608,6,2022,4_Various,2021/2022
NYT,"In South Korea, Biden Seeks to Rebuild Economic Ties Across Asia",others,others,others,2022-05-20,Foreign,World,News,1550,5,2022,4_Various,2021/2022
NYT,Putin’s New Problems,others,others,others,2022-05-16,NYTNow,Briefing,Briefing,1518,5,2022,3_Oceania&Culture,2021/2022
NYT,A choice between two heavyweights,others,others,others,2022-10-02,NYTNow,Briefing,Briefing,1675,10,2022,4_Various,2021/2022
NYT,We Are Still in a Race Against the Coronavirus,Covid,others,Covid,2022-08-10,OpEd,Opinion,OpEd,1634,8,2022,4_Various,2021/2022
NYT,Making Sense of Shinzo Abe,others,US politics and relations,others,2022-07-12,NYTNow,Briefing,Briefing,1638,7,2022,4_Various,2021/2022
NYT,U.S. Speeds Up Reshaping of Taiwan’s Defenses to Deter China,others,others,US politics and relations,2022-05-25,Washington,U.S.,News,1588,5,2022,4_Various,2021/2022
NYT,Biden to Begin New Asia-Pacific Economic Bloc With a Dozen Allies,others,others,others,2022-05-23,Foreign,World,News,1530,5,2022,3_Oceania&Culture,2021/2022
NYT,How U.S. Soccer and Its Players Solved the Equal Pay Puzzle,others,others,others,2022-05-18,Sports,Sports,News,1718,5,2022,4_Various,2021/2022
NYT,Why the Debate Over Russian Uranium Worries U.S. Tribal Nations,others,others,others,2022-05-02,Natural,U.S.,News,1634,5,2022,4_Various,2021/2022
NYT,"Western Europe, Climate Leader",others,Global Warming,Global Warming,2022-07-20,NYTNow,Briefing,Briefing,1578,7,2022,4_Various,2021/2022
NYT,"Nukes, Oil and a Prince’s Redemption: A Trip Fraught With Perils for Biden",others,US politics and relations,others,2022-07-13,Foreign,U.S.,News,1687,7,2022,4_Various,2021/2022
NYT,V.R. ‘Reminiscence Therapy’ Lets Seniors Relive the Past,others,others,others,2022-05-06,Well,Well,News,1475,5,2022,4_Various,2021/2022
NYT,Britain’s Mourning Rituals,others,others,others,2022-09-11,NYTNow,Briefing,Briefing,1708,9,2022,4_Various,2021/2022
NYT,What’s Going On in This Graph? | Serena Williams’s Record and Legacy,None,None,None,2022-09-08,others,The Learning Network,News,1626,9,2022,4_Various,2021/2022
NYT,The Hunt for Big Hail,others,others,others,2022-09-05,Science,Science,News,1690,9,2022,4_Various,2021/2022
NYT,Abortion Ruling Casts Shadow on Pride Festivities,others,others,others,2022-06-27,others,New York,Briefing,1510,6,2022,4_Various,2021/2022
NYT,Californians Remember Vin Scully,others,None,None,2022-08-04,Natural,U.S.,Briefing,1763,8,2022,4_Various,2021/2022
NYT,"Retouched and Revitalized, Washington Looks Forward",others,Travel and Vacations,others,2022-08-04,Travel,Travel,News,1606,8,2022,4_Various,2021/2022
NYT,Teenagers in The Times: May 2022,None,None,None,2022-06-02,others,The Learning Network,News,1584,6,2022,4_Various,2021/2022
NYT,France’s Ransom,others,others,others,2022-05-22,NYTNow,Briefing,Briefing,1668,5,2022,4_Various,2021/2022
NYT,How Long Can the Hot Job Market Continue?,others,others,others,2022-05-06,Business,Business Day,News,1820,5,2022,4_Various,2021/2022
NYT,A Kid’s Show Juggernaut That Leaves Nothing to Chance,Culture,others,others,2022-05-05,Arts&Leisure,Arts,News,1819,5,2022,4_Various,2021/2022
NYT,Ukraine on the March,others,others,others,2022-09-13,NYTNow,Briefing,Briefing,1705,9,2022,4_Various,2021/2022
NYT,Conspiracy Theories,others,None,None,2022-08-26,NYTNow,Briefing,Briefing,1693,8,2022,4_Various,2021/2022
NYT,What Store-Bought Fried Shallots Can Do for You,others,others,others,2022-05-23,Dining,Food,News,1719,5,2022,4_Various,2021/2022
NYT,"‘Anne Rice’s Interview With the Vampire’: Old Monsters, New Blood",Culture,others,others,2022-09-30,Arts&Leisure,Arts,News,1816,9,2022,3_Oceania&Culture,2021/2022
NYT,"Mourn the Queen, Not Her Empire",others,others,others,2022-09-08,OpEd,Opinion,OpEd,1871,9,2022,4_Various,2021/2022
NYT,The C.E.O. Silence on the Jan. 6 Hearings,others,others,others,2022-06-29,Business,Business Day,News,1796,6,2022,4_Various,2021/2022
NYT,"Margaret Keane, Painter of Sad-Eyed Waifs, Dies at 94",others,others,Culture,2022-06-28,Obits,Arts,Obit,1680,6,2022,4_Various,2021/2022
NYT,Crop Circles Were Made by Supernatural Forces. Named Doug and Dave.,others,others,others,2022-06-12,Styles,Style,News,1856,6,2022,4_Various,2021/2022
NYT,"U.S. Technology, a Longtime Tool for Russia, Becomes a Vulnerability",others,others,others,2022-06-02,Washington,Business Day,News,1718,6,2022,4_Various,2021/2022
NYT,"Lesson of the Day: ‘A Fringe Conspiracy Theory, Fostered Online, Is Refashioned by the G.O.P.’",None,None,None,2022-05-16,others,The Learning Network,News,1796,5,2022,4_Various,2021/2022
NYT,Missing the Home You Needed to Leave,others,others,others,2022-10-22,Well,Well,News,1817,10,2022,4_Various,2021/2022
NYT,Musk to Address Twitter All-Hands Meeting,others,others,others,2022-06-16,Business,Business Day,News,1724,6,2022,4_Various,2021/2022
NYT,‘Unfussy and Plain-Spoken’,others,others,Politics and Government,2022-05-18,NYTNow,Briefing,Briefing,1718,5,2022,4_Various,2021/2022
NYT,Meet the Band of TV Animals That’s Talking to Preschoolers About Climate,Global Warming,Global Warming,Culture,2022-10-04,Culture,Climate,News,1716,10,2022,4_Various,2021/2022
NYT,TikTok’s C.E.O. Navigates the Limits of His Power,others,others,others,2022-09-16,Business,Technology,News,1622,9,2022,4_Various,2021/2022
NYT,Forget Twitter. This Musk Is Into ‘Toe Curling Yumminess.’,others,others,others,2022-06-02,Business,Business Day,News,1739,6,2022,4_Various,2021/2022
NYT,"After a Fire, Rebuilding What Matters",others,others,others,2022-09-16,Styles,Style,News,1729,9,2022,4_Various,2021/2022
NYT,The Many Uses of CRISPR: Scientists Tell All,others,others,others,2022-06-27,Science,Science,News,1847,6,2022,4_Various,2021/2022
NYT,The End of the Sandberg Era at Meta,others,others,Politics and Government,2022-06-02,Business,Business Day,News,1798,6,2022,4_Various,2021/2022
NYT,How Fake GPS Coordinates Are Leading to Lawlessness on the High Seas,others,others,others,2022-09-03,Foreign,World,News,1830,9,2022,4_Various,2021/2022
NYT,China’s Shuddering Economic Engine,others,others,others,2022-07-15,Business,Business Day,News,1680,7,2022,4_Various,2021/2022
NYT,The Allegations Against Musk,others,others,others,2022-05-20,Business,Business Day,News,1738,5,2022,4_Various,2021/2022
NYT,The Man Who Controls Computers With His Mind,others,others,others,2022-05-12,Magazine,Magazine,News,3934,5,2022,4_Various,2021/2022
NYT,No American Has Ever Been No. 1 in Squash. Amanda Sobhy Can Change That.,others,others,others,2022-05-04,Magazine,Magazine,News,3974,5,2022,4_Various,2021/2022
NYT,Sparks Fly as Musk Moves Fast to Remake Twitter,Covid,others,others,2022-10-31,Business,Business Day,News,1839,10,2022,4_Various,2021/2022
NYT,"Philanthropy, the Billionaires’ Way",others,others,others,2022-09-16,Business,Business Day,News,1758,9,2022,4_Various,2021/2022
NYT,Red Flags for Forced Labor Found in China’s Car Battery Supply Chain,others,others,others,2022-06-20,Washington,Business Day,News,1948,6,2022,4_Various,2021/2022
NYT,Women’s Euros Offer a Summer Free-for-All,others,others,others,2022-07-01,Sports,Sports,News,2197,7,2022,4_Various,2021/2022
NYT,An Underappreciated Burgundy Wine Region Is Upward Bound,others,others,others,2022-06-16,Dining,Food,News,1893,6,2022,4_Various,2021/2022
NYT,We Need Hope to Combat Violence. That Won’t Arrive Without Action.,others,others,others,2022-06-09,OpEd,Opinion,OpEd,2057,6,2022,4_Various,2021/2022
NYT,Making Matilda Djerf a Household Name,others,others,others,2022-08-18,Styles,Style,News,1852,8,2022,4_Various,2021/2022
NYT,Our Gun Myths Have Held America Hostage for Too Long,others,others,others,2022-07-04,OpEd,Opinion,OpEd,1980,7,2022,4_Various,2021/2022
NYT,Four Reasons the End of Roe v. Wade Terrifies Me,others,others,others,2022-05-04,OpEd,Opinion,OpEd,2078,5,2022,4_Various,2021/2022
NYT,"As Overdoses Soar, Rhode Island Embraces a Daring Addiction Strategy",others,others,others,2022-10-12,Washington,U.S.,News,1840,10,2022,4_Various,2021/2022
NYT,Federer on His Exit and Holding Nadal’s Hand: ‘It’s Maybe a Secret Thank You’,Tennis,others,others,2022-09-27,Sports,Sports,News,1984,9,2022,4_Various,2021/2022
NYT,Why Pros Like Brittney Griner Choose Cannabis for Their Pain,others,others,others,2022-08-01,Sports,Sports,News,1874,8,2022,4_Various,2021/2022
NYT,Massacres Test Whether Washington Can Move Beyond Paralysis,others,others,others,2022-05-28,Washington,U.S.,News,1947,5,2022,4_Various,2021/2022
NYT,Credit Suisse Plans a Big Retreat From Wall Street,others,others,others,2022-10-27,Business,Business Day,News,1837,10,2022,4_Various,2021/2022
NYT,‘There’s Something in the Air’ in Italy’s Salento,Travel and Vacations,others,others,2022-07-25,Travel,Travel,News,2032,7,2022,4_Various,2021/2022
NYT,‘Do You Look After Your Neighbors as Close as Your Crop or Herd?’,others,others,others,2022-10-06,OpEd,Opinion,OpEd,1927,10,2022,4_Various,2021/2022
NYT,An Anti-E.S.G. Activist Takes on Apple and Disney,others,others,others,2022-09-20,Business,Business Day,News,1862,9,2022,4_Various,2021/2022
NYT,Making the Rounds on Nashville’s Singer-Songwriter Circuit,others,others,Travel and Vacations,2022-08-25,Travel,Travel,News,1924,8,2022,4_Various,2021/2022
NYT,Podcast Recommendations,others,others,others,2022-07-30,NYTNow,Briefing,Briefing,1611,7,2022,4_Various,2021/2022
NYT,Can Coco Gauff the Tennis Prodigy Become a Tennis Legend?,others,Tennis,Tennis,2022-08-26,Magazine,Magazine,News,6768,8,2022,4_Various,2021/2022
NYT,Queen Elizabeth II Dies at 96; Was Britain’s Longest-Reigning Monarch,others,others,others,2022-09-08,Obits,World,Obit,6824,9,2022,4_Various,2021/2022
NYT,What Ever Happened to ‘You’?,others,others,others,2022-10-28,OpEd,Opinion,OpEd,2321,10,2022,4_Various,2021/2022
NYT,"The American West’s Haunting, Smoke-Filled Future",others,others,others,2022-08-24,OpEd,Opinion,OpEd,2309,8,2022,4_Various,2021/2022
NYT,"A 2,700-Mile Cycling Race Is Now Even More Extreme",others,Global Warming,others,2022-07-04,Sports,Sports,News,2172,7,2022,4_Various,2021/2022
NYT,Who Is Austin Butler and What Does He Want?,Culture,Culture,others,2022-05-25,Arts&Leisure,Movies,News,2164,5,2022,4_Various,2021/2022
NYT,"On the Thai Island of Koh Tao, Can Tourism and the Environment Coexist?",Travel and Vacations,others,others,2022-09-25,Travel,Travel,News,2210,9,2022,4_Various,2021/2022
NYT,"The Olive Oil Capital of the World, Parched",others,others,others,2022-09-10,others,Business Day,News,2162,9,2022,4_Various,2021/2022
NYT,Lyon’s Women Bridge Eras in a Changing Champions League,others,others,others,2022-05-20,Sports,Sports,News,2397,5,2022,4_Various,2021/2022
NYT,Markets Approve of U.K.’s Reversal of Tax Cuts,others,others,others,2022-10-17,Business,Business Day,News,1969,10,2022,4_Various,2021/2022
NYT,Bayern Munich and the Myth of Competition,others,others,others,2022-08-12,Sports,Sports,News,2290,8,2022,4_Various,2021/2022
NYT,The Top Races to Watch at the Track and Field World Championships,others,others,others,2022-07-15,Sports,Sports,News,2112,7,2022,4_Various,2021/2022
NYT,What if We Had Spent the Money on Climate?,others,others,Covid,2022-06-15,OpEd,Opinion,OpEd,2241,6,2022,4_Various,2021/2022
NYT,"Secret Data, Tiny Islands and a Quest for Treasure on the Ocean Floor",others,others,others,2022-08-29,others,World,News,4843,8,2022,4_Various,2021/2022
NYT,How the Hasidic Jewish Community Became a Political Force in New York,Politics and Government,others,others,2022-10-30,others,New York,News,2244,10,2022,3_Oceania&Culture,2021/2022
NYT,A Face Search Engine Anyone Can Use Is Alarmingly Accurate,others,others,others,2022-05-26,others,Technology,News,2289,5,2022,4_Various,2021/2022
NYT,‘It’s My Tradition Too’: A Town’s Centuries-Old Passion Play Evolves,others,Culture,others,2022-08-24,Culture,Theater,News,2423,8,2022,4_Various,2021/2022
NYT,TikTok Is Flooded With Health Myths. These Creators Are Pushing Back.,others,others,others,2022-06-29,Well,Well,News,2346,6,2022,4_Various,2021/2022
NYT,"W.N.B.A. Season Preview: New Talent Is Here, but an Absence Looms",others,others,others,2022-05-06,Sports,Sports,News,2289,5,2022,3_Oceania&Culture,2021/2022
NYT,"Clearview AI, Used by Police to Find Criminals, Is Now in Public Defenders’ Hands",others,others,others,2022-09-18,Business,Technology,News,2348,9,2022,4_Various,2021/2022
NYT,"On Safari in the Transylvanian Alps, Where Bison Roam Once More",others,others,others,2022-05-18,Travel,Travel,News,2588,5,2022,4_Various,2021/2022
NYT,What Makes Taika Waititi Run and Run and Run?,others,others,Culture,2022-06-29,Arts&Leisure,Movies,News,2513,6,2022,4_Various,2021/2022
NYT,"Once Upon a Time, Things Also Weren’t So Great",Culture,others,others,2022-05-27,BookReview,Books,Review,2472,5,2022,4_Various,2021/2022
NYT,"These Authors Follow in the Footsteps of Earlier Travelers, Literally",Travel and Vacations,Culture,others,2022-05-27,BookReview,Books,Review,2592,5,2022,4_Various,2021/2022
NYT,Billy McFarland Is Out of Jail and Ready for His Next Move,others,others,others,2022-09-10,Styles,Fashion&Style,News,2431,9,2022,4_Various,2021/2022
NYT,They Translated ‘Hamilton’ Into German. Was It Easy? Nein.,others,others,others,2022-09-14,Arts&Leisure,Theater,News,2877,9,2022,4_Various,2021/2022
NYT,A Teen’s Journey Into the Internet’s Darkness and Back Again,others,others,others,2022-08-22,Science,Health,News,2630,8,2022,4_Various,2021/2022
NYT,Doug Aitken Has an Eye for Dystopia,others,others,Culture,2022-05-17,TStyle,T Magazine,News,2730,5,2022,4_Various,2021/2022
NYT,How Technocrats Triumphed at Apple,others,others,others,2022-05-01,others,Technology,News,3034,5,2022,4_Various,2021/2022
NYT,"Suzan-Lori Parks Is on Broadway, Off Broadway and Everywhere Else",others,Culture,others,2022-10-05,Arts&Leisure,Theater,News,2767,10,2022,4_Various,2021/2022
NYT,Half the World Has a Clitoris. Why Don’t Doctors Study It?,others,others,others,2022-10-17,Science,Health,News,2847,10,2022,4_Various,2021/2022
NYT,R. Crumb Means Some Offense,others,others,Culture,2022-09-15,TStyle,T Magazine,News,3004,9,2022,4_Various,2021/2022
